Number of cycles,Semicycle,1,2,3,4,5,6,7,8,9,10,11
174,1,-2.624944564e-001,  -2.636879213e-002,  -6.374529083e-002,  3.494576694e-002,  -8.454594302e-003,  2.191334115e-002,  -4.142087968e-002,  -2.874047205e-002,  3.307223134e+001,  3.284617950e+001,  -3.957214169e-001
174,0,  -2.439181986e-001,  -7.846194459e-002,  -1.220175302e-001,  -1.417328473e-002,  -8.287869309e-003,  6.396750371e-002,  -1.245547305e-002,  -3.075066487e-002,  3.306432762e+001,  3.283977690e+001,  -4.180018880e-001
175,1,-2.763134812e-001,  -5.901843429e-002,  -1.298728715e-001,  2.632287383e-002,  -6.676719487e-003,  7.783417264e-002,  1.070201628e-002,  6.666000512e-002,  3.301143810e+001,  3.275701436e+001,  -3.329451537e-001
175,0,  -2.998173588e-001,  -6.504781120e-002,  -5.438998902e-002,  1.058632121e-002,  -3.847313758e-003,  -9.317491029e-002,  -9.171291088e-002,  -2.948549205e-002,  3.301020431e+001,  3.275776218e+001,  -3.616258128e-001
176,1,-2.469000550e-001,  -4.577431552e-002,  -3.164629586e-002,  2.013516880e-002,  -9.093674609e-003,  -1.296670429e-001,  -1.201966759e-001,  -3.722501205e-002,  3.295197996e+001,  3.275979345e+001,  -3.644564177e-001
176,0,  -1.340701708e-001,  -3.572880885e-002,  -2.929723598e-002,  1.320257475e-002,  -9.400735394e-003,  -1.757636542e-001,  -1.714162703e-001,  -7.145379464e-002,  3.295450786e+001,  3.276340881e+001,  -3.880421307e-001
177,1,-2.069578697e-001,  -4.302132054e-002,  -1.040031337e-001,  3.485770085e-002,  -4.550122124e-003,  5.915929045e-002,  -2.323804299e-002,  -1.161727774e-003,  3.295476309e+001,  3.278255934e+001,  -3.926632760e-001
177,0,  -2.621585824e-001,  -9.579525709e-002,  -1.580558668e-001,  -1.006090061e-002,  -2.057530856e-003,  5.895096114e-002,  4.482754931e-004,  5.498072305e-002,  3.295713811e+001,  3.277847635e+001,  -3.312958193e-001
178,1,-2.787407829e-001,  -4.834393012e-002,  -1.319565596e-001,  3.627208232e-002,  -6.046795651e-003,  1.118895420e-001,  2.349954111e-002,  5.598447215e-002,  3.293135925e+001,  3.278664138e+001,  -3.402071193e-001
178,0,  -3.270515150e-001,  -8.845331147e-002,  -1.640647952e-001,  1.497850594e-002,  3.137182175e-003,  9.916740414e-002,  2.345100682e-002,  5.973366515e-002,  3.293382155e+001,  3.278350903e+001,  -3.107502769e-001
179,1,-3.079593977e-001,  -3.113870019e-002,  -1.963360454e-002,  2.984780351e-002,  -7.437614487e-003,  -9.856752729e-002,  -9.939869447e-002,  -3.460468798e-002,  3.293190202e+001,  3.272343173e+001,  -3.787789972e-001
179,0,  -1.790476299e-001,  -4.734685288e-002,  -3.774710825e-002,  1.099247449e-002,  -8.154787738e-003,  -1.767002933e-001,  -1.648455936e-001,  -5.463668621e-002,  3.292671144e+001,  3.271095055e+001,  -3.629402824e-001
180,1,-2.023524847e-001,  -4.101587877e-002,  -1.064602215e-001,  4.216942651e-002,  -3.064042839e-003,  6.929130691e-002,  -1.535568602e-002,  1.247325117e-002,  3.290229914e+001,  3.268314369e+001,  -3.882594653e-001
180,0,  -2.731644717e-001,  -7.911016283e-002,  -8.473842738e-002,  -8.790945748e-003,  -3.065721648e-003,  -2.754899103e-002,  -6.335316825e-002,  -4.500939423e-002,  3.290063693e+001,  3.268307986e+001,  -4.038003627e-001
181,1,-2.491804334e-001,  -6.402330860e-002,  -1.413256377e-001,  3.099787524e-002,  -4.637658813e-003,  1.113627221e-001,  2.046346322e-002,  4.545843447e-002,  3.287420154e+001,  3.264829342e+001,  -3.624192499e-001
181,0,  -3.151005122e-001,  -1.013620121e-001,  -1.660015160e-001,  4.370090575e-003,  2.425735653e-003,  7.063230080e-002,  9.133818998e-003,  6.205052417e-002,  3.286938340e+001,  3.263922223e+001,  -3.359633666e-001
182,1,-3.103784608e-001,  -6.094436726e-002,  -1.343938977e-001,  3.349338783e-002,  -4.656762176e-003,  8.832387376e-002,  1.273534636e-002,  6.395569987e-002,  3.285102867e+001,  3.262869680e+001,  -3.323635633e-001
182,0,  -3.289663453e-001,  -9.030660968e-002,  -1.447097372e-001,  1.557010512e-002,  -1.691667130e-003,  3.038456061e-002,  1.041826126e-003,  8.189768137e-002,  3.284591155e+001,  3.262444299e+001,  -2.983871914e-001
183,1,-2.807072966e-001,  -3.659112824e-002,  -8.284545901e-002,  3.350163264e-002,  -8.561231171e-003,  5.939255741e-002,  -1.578578749e-002,  -1.319467207e-002,  3.283369552e+001,  3.262351119e+001,  -3.941495723e-001
183,0,  -2.557228267e-001,  -9.451374437e-002,  -1.556300044e-001,  -7.777412715e-003,  -3.495187442e-003,  6.934135130e-002,  6.838781422e-003,  5.446550143e-002,  3.283404003e+001,  3.262801286e+001,  -3.446597132e-001
184,1,-3.040389724e-001,  -6.065502765e-002,  -1.323121255e-001,  3.370614127e-002,  -5.825784077e-003,  1.190706064e-001,  2.218234868e-002,  3.576526055e-002,  3.282062139e+001,  3.260630945e+001,  -3.620738283e-001
184,0,  -3.385196014e-001,  -9.322660418e-002,  -7.583491187e-002,  -8.837520573e-003,  -1.121023472e-003,  -1.074231966e-001,  -8.657247904e-002,  -7.875248310e-003,  3.281905000e+001,  3.260137601e+001,  -3.336247557e-001
185,1,-2.321165143e-001,  -4.138704680e-002,  -1.063453185e-001,  3.954299814e-002,  -4.588584442e-003,  2.510509282e-002,  -1.909957577e-002,  6.907190023e-002,  3.280182115e+001,  3.258472343e+001,  -3.141999412e-001
185,0,  -2.466855115e-001,  -4.807768321e-002,  -8.339936689e-002,  3.028392372e-002,  -3.925809742e-003,  -4.874632983e-002,  -5.283371036e-002,  6.682987117e-002,  3.286086234e+001,  3.263275182e+001,  -2.927149740e-001
186,1,-2.152689578e-001,  -2.161113596e-002,  -1.047142825e-001,  4.298629921e-002,  -8.019370416e-003,  1.075781924e-001,  1.629011751e-002,  3.446888067e-002,  3.284208857e+001,  3.266231461e+001,  -3.712162621e-001
186,0,  -2.911721759e-001,  -6.241759633e-002,  -5.140073778e-002,  -2.649890838e-003,  -1.876823922e-003,  -8.690031894e-002,  -8.949770890e-002,  -3.920569813e-002,  3.284369785e+001,  3.265967199e+001,  -3.753895283e-001
187,1,-2.344295283e-001,  -3.436389017e-002,  -5.716587681e-002,  2.667809882e-002,  -9.085023285e-003,  -1.749456322e-002,  -6.804784935e-002,  -4.004505352e-002,  3.282127943e+001,  3.263712120e+001,  -3.935698057e-001
187,0,  -2.032276994e-001,  -7.908099961e-002,  -1.112994169e-001,  -1.710271968e-002,  -8.212210155e-003,  -4.985618248e-002,  -5.619288220e-002,  4.050997719e-002,  3.281817887e+001,  3.262414035e+001,  -3.144056846e-001
188,1,-2.273228281e-001,  -2.178961636e-002,  -1.737914923e-002,  2.790223304e-002,  -1.075468156e-002,  -1.373546981e-001,  -1.209128628e-001,  -1.591963609e-002,  3.279560347e+001,  3.257530682e+001,  -3.358256405e-001
188,0,  -1.213112657e-001,  -2.315145726e-002,  -1.079746915e-001,  4.889044085e-002,  -7.386817732e-003,  3.957104143e-002,  -4.262650175e-002,  1.741162376e-002,  3.278817998e+001,  3.257184721e+001,  -3.772523965e-001
189,1,-2.433976731e-001,  -2.875482570e-002,  -7.854525020e-002,  3.205044197e-002,  -8.649681563e-003,  -2.411903209e-002,  -4.098914421e-002,  6.497135369e-002,  3.273140669e+001,  3.252513554e+001,  -3.038675286e-001
189,0,  -2.016903526e-001,  -8.351032434e-003,  -2.007090910e-002,  4.990349371e-002,  -7.210017063e-003,  -9.454833665e-002,  -1.139024196e-001,  -3.549319775e-002,  3.272619558e+001,  3.252075485e+001,  -3.729772308e-001
190,1,-2.214116436e-001,  -1.981258848e-002,  -7.760154746e-003,  2.685684221e-002,  -8.562533727e-003,  -1.298445072e-001,  -1.204444241e-001,  -3.775397661e-002,  3.267701649e+001,  3.250460190e+001,  -3.668686622e-001
190,0,  -1.216400675e-001,  -3.529397115e-002,  -7.685945295e-002,  2.158255722e-002,  -8.948248445e-003,  -1.033203264e-001,  -1.025378397e-001,  4.842741798e-002,  3.267478420e+001,  3.251135539e+001,  -3.122512372e-001
191,1,-2.054742181e-001,  -7.001217702e-003,  -4.932985315e-003,  3.601374157e-002,  -9.075861798e-003,  -1.467631521e-001,  -1.284301258e-001,  -5.822641901e-003,  3.266860842e+001,  3.249222690e+001,  -3.353973577e-001
191,0,  -1.058787394e-001,  8.308354458e-003,  -1.760233879e-004,  5.271320940e-002,  -7.874460807e-003,  -1.558538195e-001,  -1.669852435e-001,  -6.529150662e-002,  3.266566474e+001,  3.250233061e+001,  -4.025172857e-001
192,1,-2.052313148e-001,  -2.417607307e-002,  -3.987270573e-002,  3.223087621e-002,  -5.744522577e-003,  -1.215241708e-001,  -1.032487235e-001,  2.957702663e-002,  3.263880814e+001,  3.247243166e+001,  -3.108053893e-001
192,0,  -1.332603238e-001,  1.258256886e-003,  -1.292165168e-002,  5.840379270e-002,  -4.950498426e-003,  -1.910207730e-001,  -1.708882354e-001,  -1.923794583e-003,  3.264335049e+001,  3.247172985e+001,  -3.117695570e-001
193,1,-2.151804911e-001,  -2.985709102e-002,  -1.093343014e-001,  4.814139204e-002,  -1.507957018e-003,  4.062762879e-002,  -2.676521235e-002,  5.416943977e-002,  3.263419943e+001,  3.247760839e+001,  -3.269720433e-001
193,0,  -2.700547544e-001,  -5.203724253e-002,  -8.956010975e-002,  2.133119579e-002,  -1.197182572e-003,  6.779180118e-002,  -7.625613467e-003,  -2.428264016e-002,  3.263182393e+001,  3.247305806e+001,  -3.901157298e-001
194,1,-2.735238134e-001,  -4.653967632e-002,  -3.548930865e-002,  1.422758602e-002,  -1.021190392e-002,  -1.062641356e-001,  -1.090356910e-001,  -4.011855561e-002,  3.254888528e+001,  3.237660979e+001,  -3.754748418e-001
194,0,  -1.592788030e-001,  -6.417853998e-002,  -1.363538376e-001,  1.084560291e-002,  -1.177877567e-002,  5.826377496e-002,  -3.210138798e-002,  -1.779331448e-003,  3.254648255e+001,  3.237471851e+001,  -3.950206295e-001
195,1,-2.612316891e-001,  -4.411786760e-002,  -8.051170621e-002,  2.724361409e-002,  -8.191299335e-003,  -3.988497007e-002,  -4.929524735e-002,  6.035657626e-002,  3.245271396e+001,  3.228410116e+001,  -2.926690325e-001
195,0,  -2.049222978e-001,  -3.046120619e-002,  -7.377659930e-002,  5.307536207e-002,  -6.813669243e-003,  -7.958229889e-002,  -7.947905795e-002,  6.869806335e-002,  3.248385279e+001,  3.231610956e+001,  -2.903067547e-001
196,1,-2.395323887e-001,  -2.013053096e-002,  -1.446468525e-002,  3.280581661e-002,  -9.100581846e-003,  -1.067198369e-001,  -1.301051273e-001,  -7.557116039e-002,  3.244544781e+001,  3.230974768e+001,  -4.136649599e-001
196,0,  -1.742774277e-001,  -8.562210059e-002,  -1.566301321e-001,  -1.644833849e-002,  -9.053711165e-003,  7.161568469e-002,  -1.940608433e-002,  5.812612491e-003,  3.246037179e+001,  3.232553737e+001,  -3.880016073e-001
197,1,-2.968475802e-001,  -5.517790487e-002,  -1.076558051e-001,  2.568579468e-002,  -7.966103563e-003,  7.127553405e-002,  -1.176313580e-002,  -1.008405669e-002,  3.243828647e+001,  3.230447254e+001,  -3.958175055e-001
197,0,  -2.981770477e-001,  -9.146497196e-002,  -7.906521413e-002,  -2.732796169e-002,  -7.840965905e-003,  -8.793620365e-002,  -8.828060139e-002,  -3.852389693e-002,  3.240972761e+001,  3.227888480e+001,  -3.671461171e-001
198,1,-2.546705226e-001,  -5.644071934e-002,  -3.596386678e-002,  1.794735120e-002,  -9.141009527e-003,  -1.444731338e-001,  -1.256905362e-001,  -2.873762764e-002,  3.237425036e+001,  3.222715569e+001,  -3.501465435e-001
198,0,  -1.299701842e-001,  -3.853228692e-002,  -4.377048409e-002,  2.080274391e-002,  -1.077476240e-002,  -1.573847542e-001,  -1.695949162e-001,  -7.402358577e-002,  3.237249221e+001,  3.223316878e+001,  -3.911935417e-001
199,1,-2.008850041e-001,  -4.351683156e-002,  -1.107235277e-001,  3.795213804e-002,  -2.293059986e-003,  1.789618366e-002,  -3.337968606e-002,  5.878889624e-002,  3.232783521e+001,  3.222078202e+001,  -3.264375982e-001
199,0,  -2.428731271e-001,  -4.787456723e-002,  -8.914992305e-002,  2.773343703e-002,  -2.508695830e-003,  2.917086186e-002,  -3.640643585e-002,  -1.925677556e-002,  3.233913804e+001,  3.222552828e+001,  -3.913426754e-001
200,1,-2.829248007e-001,  -4.679293793e-002,  -3.237134522e-002,  1.540734325e-002,  -9.919437945e-003,  -1.264788698e-001,  -1.110451445e-001,  -2.301812846e-002,  3.229668403e+001,  3.220504632e+001,  -3.471604077e-001
200,0,  -1.476150301e-001,  -5.279529182e-002,  -1.324987027e-001,  2.922297793e-002,  -1.024703077e-002,  4.277476851e-002,  -4.448042288e-002,  4.834988440e-003,  3.227336581e+001,  3.217545614e+001,  -3.791735593e-001
201,1,-2.648347474e-001,  -3.353501150e-002,  -3.629832001e-002,  2.370779523e-002,  -8.591304672e-003,  -1.107842607e-001,  -9.339954461e-002,  1.495812680e-002,  3.226441169e+001,  3.216518958e+001,  -3.182724242e-001
201,0,  -1.520696613e-001,  -1.185545808e-002,  -1.144511159e-002,  4.732747808e-002,  -9.320102990e-003,  -1.947229365e-001,  -1.750634624e-001,  -3.036697871e-002,  3.227673334e+001,  3.215262465e+001,  -3.435944909e-001
202,1,-1.997050118e-001,  -3.144767667e-002,  -8.271268736e-002,  4.351185664e-002,  -2.958567642e-003,  -6.869227935e-002,  -6.766994159e-002,  8.016543393e-002,  3.224649918e+001,  3.213547084e+001,  -2.981947742e-001
202,0,  -2.032363072e-001,  -1.594308651e-003,  5.086230373e-003,  5.709562874e-002,  -2.391055455e-003,  -1.854528464e-001,  -1.634094263e-001,  -1.230531268e-002,  3.222500504e+001,  3.211890110e+001,  -3.357226907e-001
203,1,-2.273325424e-001,  -3.532096268e-002,  -7.340167007e-002,  4.084292849e-002,  -3.391681059e-003,  -8.120744067e-002,  -8.423310256e-002,  5.882496784e-002,  3.223831063e+001,  3.215101853e+001,  -2.971495456e-001
203,0,  -1.831296169e-001,  -2.318032387e-002,  -7.342887436e-002,  5.584034870e-002,  -3.154311654e-003,  -9.333712284e-002,  -9.959727230e-002,  6.337985944e-002,  3.225335149e+001,  3.216100614e+001,  -2.852934895e-001
204,1,-2.222989564e-001,  -2.294418168e-002,  -1.032459699e-001,  4.917319862e-002,  -2.983164809e-003,  9.328212706e-002,  9.366866533e-003,  4.004707326e-002,  3.227262612e+001,  3.216169659e+001,  -3.752785587e-001
204,0,  -3.058416221e-001,  -6.722852548e-002,  -6.668981609e-002,  1.054251802e-003,  1.058300155e-004,  -4.785697040e-002,  -6.796965980e-002,  -3.709102644e-002,  3.227928071e+001,  3.211112649e+001,  -3.814595927e-001
205,1,-2.522227248e-001,  -5.161565016e-002,  -1.252885131e-001,  3.557042523e-002,  -3.670783918e-003,  8.763641228e-002,  7.555718230e-003,  5.739039172e-002,  3.222893438e+001,  3.208825380e+001,  -3.368782999e-001
205,0,  -3.031098490e-001,  -6.551191853e-002,  -7.150091171e-002,  1.217724953e-002,  -8.673020282e-004,  -4.516530571e-002,  -7.081342711e-002,  -3.454972734e-002,  3.221610553e+001,  3.208316545e+001,  -3.881980698e-001
206,1,-2.719589143e-001,  -4.932395069e-002,  -6.509565143e-002,  2.240630119e-002,  -8.860717723e-003,  -1.874256468e-002,  -6.089194070e-002,  -3.424824529e-002,  3.221018831e+001,  3.204666216e+001,  -3.957593221e-001
206,0,  -2.186539075e-001,  -8.290712244e-002,  -9.373210013e-002,  -1.886588320e-002,  -8.374312850e-003,  -9.240802667e-002,  -8.466954416e-002,  1.594534029e-002,  3.221752034e+001,  3.204238158e+001,  -3.303000583e-001
207,1,-2.250159312e-001,  -3.563081263e-002,  -1.102646678e-001,  4.076558871e-002,  -5.761779725e-003,  9.215966035e-002,  3.841571179e-003,  2.703158375e-002,  3.213825721e+001,  3.201243619e+001,  -3.665162498e-001
207,0,  -2.965707651e-001,  -9.177011607e-002,  -1.656093887e-001,  1.331140626e-003,  7.583957376e-004,  1.326328629e-001,  3.975778109e-002,  3.773609772e-002,  3.212266727e+001,  3.200621905e+001,  -3.804899370e-001
208,1,-3.031258451e-001,  -3.760310825e-002,  -4.299952056e-002,  2.199894272e-002,  -7.976162792e-003,  -1.021907376e-001,  -9.118711179e-002,  1.238198992e-002,  3.209541608e+001,  3.201358333e+001,  -3.284475511e-001
208,0,  -1.783475569e-001,  -3.568104700e-002,  -1.059086186e-001,  5.055697786e-002,  -8.095832708e-003,  3.152904281e-002,  -5.331043009e-002,  -5.936158140e-003,  3.210056768e+001,  3.202151894e+001,  -3.945199979e-001
209,1,-2.698111061e-001,  -3.745488819e-002,  -6.060644848e-002,  2.526415477e-002,  -8.781163971e-003,  -6.512852084e-002,  -6.455840396e-002,  4.500003205e-002,  3.212833582e+001,  3.202506978e+001,  -3.197471828e-001
209,0,  -1.870084015e-001,  -1.835491035e-002,  -3.373700547e-002,  5.087042543e-002,  -9.727302620e-003,  -1.474612775e-001,  -1.293438873e-001,  2.393287355e-002,  3.213733477e+001,  3.202236014e+001,  -3.052962279e-001
210,1,-2.199517982e-001,  -2.127426880e-002,  -6.769697751e-002,  4.204979638e-002,  -7.070550336e-003,  1.575030293e-002,  -4.659493706e-002,  -1.549603034e-002,  3.212484829e+001,  3.202091004e+001,  -3.930689772e-001
210,0,  -2.393450867e-001,  -6.916406282e-002,  -7.285090622e-002,  -1.589339092e-002,  -5.502030885e-003,  -5.775233001e-002,  -8.619019784e-002,  -5.754728729e-002,  3.210371384e+001,  3.200287686e+001,  -3.961765118e-001
211,1,-2.327054709e-001,  -3.517169156e-002,  -2.919298528e-002,  1.987770386e-002,  -8.801319669e-003,  -1.333880857e-001,  -1.155035201e-001,  -1.050591367e-002,  3.206909285e+001,  3.194960183e+001,  -3.408554348e-001
211,0,  -1.200000202e-001,  -2.628849218e-002,  -8.597882995e-002,  4.370203625e-002,  -9.395075210e-003,  -8.041782624e-002,  -1.041884709e-001,  4.292306759e-002,  3.208093306e+001,  3.195670549e+001,  -3.138473326e-001
212,1,-2.421334521e-001,  -2.039090294e-002,  -1.237393596e-002,  2.935150582e-002,  -1.040384628e-002,  -1.263230096e-001,  -1.249679185e-001,  -3.815900287e-002,  3.208444644e+001,  3.190570202e+001,  -3.721064229e-001
212,0,  -1.394213017e-001,  -2.532128886e-002,  -1.682752578e-002,  1.968868772e-002,  -9.355180701e-003,  -1.573853587e-001,  -1.693711286e-001,  -8.013531656e-002,  3.206987841e+001,  3.191052246e+001,  -3.931788086e-001
213,1,-2.160676413e-001,  -4.608569763e-002,  -1.207484103e-001,  3.965768782e-002,  -1.624281450e-003,  6.099051361e-002,  -9.820778220e-003,  5.608925545e-002,  3.203927253e+001,  3.188493551e+001,  -3.490127963e-001
213,0,  -2.838797632e-001,  -6.019888148e-002,  -5.011817517e-002,  1.021214633e-002,  -1.485442334e-003,  -9.434858352e-002,  -9.487054535e-002,  -3.009585678e-002,  3.202597439e+001,  3.188587508e+001,  -3.699440835e-001
214,1,-2.236303275e-001,  -3.067435047e-002,  -3.135569091e-002,  2.685469804e-002,  -8.180825664e-003,  -1.248057191e-001,  -1.073571472e-001,  1.145124583e-002,  3.206291603e+001,  3.191405404e+001,  -3.361562159e-001
214,0,  -1.272813942e-001,  -2.385157765e-002,  -1.030205433e-001,  5.610870736e-002,  -7.789556125e-003,  4.106004947e-002,  -4.757986494e-002,  1.217574339e-002,  3.207381189e+001,  3.189052223e+001,  -3.870390772e-001
215,1,-2.565802399e-001,  -2.917571048e-002,  -4.487218489e-002,  2.767108995e-002,  -8.837957150e-003,  -7.723107559e-002,  -7.284626368e-002,  3.998285765e-002,  3.202155147e+001,  3.182526038e+001,  -3.230073444e-001
215,0,  -1.708564934e-001,  -1.552408362e-002,  -4.900377905e-002,  5.359565628e-002,  -1.056094000e-002,  -5.738538149e-002,  -1.045523912e-001,  -3.666841048e-002,  3.203079581e+001,  3.184401041e+001,  -3.898977708e-001
216,1,-2.313516257e-001,  -3.032496787e-002,  -7.576029823e-002,  3.100052714e-002,  -8.217330130e-003,  4.105414981e-002,  -3.482348811e-002,  -2.274059287e-002,  3.195449764e+001,  3.181662268e+001,  -4.092745164e-001
216,0,  -2.489455469e-001,  -7.965520719e-002,  -1.086493011e-001,  -1.927324545e-002,  -6.459721051e-003,  2.649213774e-002,  -3.120209054e-002,  -4.351040195e-002,  3.196337169e+001,  3.183506627e+001,  -4.131297443e-001
217,1,-2.574672614e-001,  -5.465030013e-002,  -1.324398569e-001,  2.734279001e-002,  -5.064482963e-003,  1.079959711e-001,  2.323005476e-002,  5.780804260e-002,  3.194989354e+001,  3.181172990e+001,  -3.699107248e-001
217,0,  -3.248895736e-001,  -9.979158562e-002,  -1.737069075e-001,  7.974186750e-003,  1.134208790e-003,  1.170070027e-001,  3.522902260e-002,  6.335050071e-002,  3.194619380e+001,  3.178582668e+001,  -3.528123294e-001
218,1,-3.148948556e-001,  -3.489089765e-002,  -2.990953484e-002,  2.218871983e-002,  -8.452735919e-003,  -1.132564571e-001,  -1.017133133e-001,  -9.985130732e-003,  3.191562747e+001,  3.169595390e+001,  -3.417827619e-001
218,0,  -1.662901857e-001,  -4.351157196e-002,  -1.272776660e-001,  4.390831200e-002,  -7.245345512e-003,  4.409739498e-002,  -3.494937795e-002,  3.403307676e-002,  3.192334254e+001,  3.168312376e+001,  -3.675331395e-001
219,1,-2.806173688e-001,  -2.982446398e-002,  -2.565974413e-002,  2.313661103e-002,  -8.279353549e-003,  -1.234283408e-001,  -1.065623228e-001,  -7.277298006e-003,  3.191124377e+001,  3.175343171e+001,  -3.375614400e-001
219,0,  -1.416546876e-001,  -1.188949486e-002,  -3.133714414e-002,  4.224663521e-002,  -1.022952598e-002,  -1.319190196e-001,  -1.523129824e-001,  -5.830097533e-002,  3.191842846e+001,  3.175316122e+001,  -4.074119164e-001
220,1,-2.284509294e-001,  -3.666929160e-002,  -4.666407563e-002,  2.054336370e-002,  -9.533956697e-003,  -6.751948447e-002,  -9.818020638e-002,  -4.578672037e-002,  3.189690714e+001,  3.174242125e+001,  -4.032476214e-001
220,0,  -1.755791263e-001,  -5.941944704e-002,  -7.341418782e-002,  -4.656481502e-003,  -8.202403528e-003,  -1.094136942e-001,  -1.055394674e-001,  9.765049144e-003,  3.189448540e+001,  3.173699072e+001,  -3.296609275e-001
221,1,-2.258312140e-001,  -2.792818024e-002,  -3.477534345e-002,  3.229794968e-002,  -8.843845969e-003,  -1.340106707e-001,  -1.104465239e-001,  2.165705280e-002,  3.187978488e+001,  3.167959498e+001,  -3.175900059e-001
221,0,  -1.273476480e-001,  -1.002094167e-002,  -3.771345438e-002,  5.676921608e-002,  -7.943299931e-003,  -1.569227089e-001,  -1.440521361e-001,  3.211423848e-002,  3.188033440e+001,  3.169429040e+001,  -3.077450417e-001
222,1,-2.176037143e-001,  -2.833159485e-002,  -1.105526495e-001,  4.825321251e-002,  -2.340559115e-003,  7.816782157e-002,  -6.322873914e-003,  3.678309498e-002,  3.187591646e+001,  3.172789216e+001,  -3.612108721e-001
222,0,  -2.967384794e-001,  -8.442797753e-002,  -1.526638240e-001,  7.021962092e-003,  2.692804470e-003,  1.211008316e-001,  2.266065779e-002,  1.923478204e-002,  3.187124786e+001,  3.173087162e+001,  -3.790236472e-001
223,1,-3.033466184e-001,  -3.811166323e-002,  -1.027517504e-001,  3.332961442e-002,  -4.959540683e-003,  9.950748805e-002,  1.100543029e-002,  1.572532742e-002,  3.185803283e+001,  3.168085024e+001,  -3.901586362e-001
223,0,  -2.736336840e-001,  -8.174468436e-002,  -9.619463532e-002,  -1.455596835e-002,  -3.296284404e-003,  3.928712509e-003,  -4.082093190e-002,  -3.891051479e-002,  3.186063477e+001,  3.169561468e+001,  -4.069423767e-001
224,1,-2.638344941e-001,  -4.629325018e-002,  -6.305263544e-002,  1.649435647e-002,  -1.004741690e-002,  -1.849960052e-002,  -6.207674931e-002,  -3.809831917e-002,  3.176475911e+001,  3.161591907e+001,  -4.114526968e-001
224,0,  -2.189534979e-001,  -8.382632361e-002,  -1.181338058e-001,  -2.371204573e-002,  -1.127408157e-002,  3.063241864e-002,  -3.543452127e-002,  -4.419310937e-002,  3.176795653e+001,  3.155078106e+001,  -4.249801974e-001
225,1,-2.766453351e-001,  -5.671605093e-002,  -6.344427444e-002,  7.411007593e-003,  -1.269269930e-002,  -5.274616487e-002,  -8.140461041e-002,  -4.069885162e-002,  3.173620841e+001,  3.153311053e+001,  -3.988189185e-001
225,0,  -1.926065261e-001,  -6.740671770e-002,  -7.688159844e-002,  -1.759653476e-002,  -1.384649211e-002,  -7.806226202e-002,  -1.096096509e-001,  -6.782491572e-002,  3.171512682e+001,  3.154227340e+001,  -4.189536535e-001
226,1,-2.193321960e-001,  -5.128157410e-002,  -5.923757541e-002,  1.783246848e-003,  -1.257376161e-002,  -1.030680754e-001,  -8.581288667e-002,  2.836189632e-002,  3.175071354e+001,  3.159860676e+001,  -3.323459591e-001
226,0,  -1.285576065e-001,  -3.164431575e-002,  -1.161471984e-001,  4.948240554e-002,  -1.101281963e-002,  2.885503036e-002,  -4.313091636e-002,  4.815345600e-002,  3.173616302e+001,  3.158719458e+001,  -3.601443553e-001
227,1,-2.666003113e-001,  -2.833227744e-002,  -2.786605538e-002,  2.084892188e-002,  -1.157523868e-002,  -9.078444573e-002,  -1.034924328e-001,  -4.402471291e-002,  3.175567214e+001,  3.157463145e+001,  -3.811889160e-001
227,0,  -1.667833649e-001,  -5.813153110e-002,  -1.341300166e-001,  1.364051991e-002,  -6.964284559e-003,  4.490230980e-002,  -2.888108456e-002,  3.313571176e-002,  3.174147244e+001,  3.155879667e+001,  -3.669698634e-001
228,1,-2.871621596e-001,  -4.196316276e-002,  -8.839067273e-002,  2.816235104e-002,  -8.923806744e-003,  6.148482437e-002,  -1.601710890e-002,  -1.421188843e-002,  3.169704537e+001,  3.153423987e+001,  -4.009303507e-001
228,0,  -2.884450428e-001,  -1.015307242e-001,  -1.494341100e-001,  -2.236489357e-002,  -6.723790948e-003,  8.523327466e-002,  4.611119188e-003,  -1.652450524e-002,  3.170014360e+001,  3.151474016e+001,  -4.037043200e-001
229,1,-2.985165957e-001,  -5.737651478e-002,  -8.561979967e-002,  1.400670936e-002,  -8.828942662e-003,  -4.953748978e-002,  -5.472691176e-002,  5.587343428e-002,  3.165323190e+001,  3.149723787e+001,  -3.051413250e-001
229,0,  -2.079313520e-001,  -3.776324223e-002,  -7.139198490e-002,  4.686825348e-002,  -8.964571153e-003,  -9.380111561e-002,  -9.648053366e-002,  5.518330889e-002,  3.166030607e+001,  3.149653569e+001,  -2.952237128e-001
230,1,-2.272775963e-001,  -2.511674306e-002,  -1.032308524e-001,  4.676570949e-002,  -3.763565544e-003,  6.094202642e-002,  -2.552932371e-003,  6.286453163e-002,  3.161565372e+001,  3.147517955e+001,  -3.385075012e-001
230,0,  -2.907536683e-001,  -7.361076071e-002,  -1.556795293e-001,  2.234236446e-002,  2.378226497e-003,  1.275722548e-001,  3.294565869e-002,  5.438595050e-002,  3.158650657e+001,  3.143821760e+001,  -3.579271131e-001
231,1,-3.172911615e-001,  -3.712074692e-002,  -4.672062805e-002,  2.282193316e-002,  -7.713170644e-003,  -6.030426703e-002,  -8.473034864e-002,  -4.230754835e-002,  3.159111525e+001,  3.144599610e+001,  -3.920795831e-001
